route_id,stop_list
2245,"['F04092', 'F04094', 'F04168', 'F04102', 'F04136', 'F04127', 'F04123', 'F04144', 'F04142', 'F01404', 'F01386', '011765']"
9370,"['F00570', 'F00566', 'F00564', 'F00672', 'F00536', 'F00556', 'F00553', 'F00551', 'F00546']"
0855,"['038683', 'F01843', 'F01696', 'F01842', 'F01700', 'F01705', 'F01703', 'F01683', 'F01832', '008030']"
0580,"['F02150', '009570', 'F02181', 'F02044', 'F02035', 'F02033', 'F01959', 'F02216', '007897', '062511', '062512', 'F01947', 'F01945', 'F01938', 'F01940', 'F01942', 'F01943', 'F02264', 'F02263', '009475', '009541', '008106', 'F04402', 'F04403', 'F04408', 'F04411', 'F04412', 'F04415', 'F04416', 'F04424', 'F04426', 'F04427', 'F04429', '062513', '103387']"
0530,"['F02274', 'F02275', 'F02277', 'F02364', 'F02081', 'F02087', 'F02088', 'F02090', 'F02092', 'F02247', 'F02095', 'F01925', '061280', 'F02054', 'F02051', 'F02261', 'F02124', 'F02180', 'F01995', '009667']"
1280,"['F00412', 'F02335', 'F02338', 'F02339', 'F02341', 'F02344', 'F02346', 'F02427', 'F02366', 'F02368', 'F02370', 'F02372']"
1290,"['F00412', 'F02335', 'F02338', 'F02339', 'F02341', 'F00160', 'F00164', 'F00429', 'F00311']"
1110,"['F00066', 'F00034', 'F00193', 'F00195', 'F00201', 'F00203', 'F00205', 'F00207', 'F00209', 'F00211', 'F00215', 'F00151', 'F00269', 'F00267', 'F00264', 'F00265', 'F00262', 'F00260', 'F00125', 'F00258', 'F00256', 'F00254', 'F00252', 'F00250', 'F00131', '008605', 'F00137', 'F00603', 'F00604', 'F00606', 'F00611', 'F00580', 'F00573']"
2102,"['F02534', 'F02541', 'F02559', 'F02558', 'F02552', 'F02675', 'F02586', 'F02595', 'F02629', 'F01057', 'F01055', 'F01099', 'F01094', '007979', 'F01088', 'F01077', 'F00945', '011732', 'F00981', '008238', 'F00047', 'F00087', 'F00097', 'F00095', 'F00016', 'F02413', 'F02423', 'F02399', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442', 'F02443', 'F02445', 'F02447', 'F02449', '110321']"
9160,"['F02464', 'F02469', 'F00031', 'F00070', 'F00114', 'F00071', 'F00074', '082622', 'F00076', 'F00078', 'F00083', 'F00048', '008218', 'F00979', '038717', 'F00950', 'F01012', 'F01016', 'F01170']"
0160,"['F00985', 'F00981', '008238', 'F00047', 'F00045', '011325', 'F00073', 'F00072', 'F00069', 'F00030', '009730']"
1780,"['009230', 'F00981', '008238', 'F00047', 'F00087', 'F00097', 'F00099', 'F00003', 'F00007', '016729']"
2160,"['009230', 'F00981', '008238', 'F00047', 'F00045', '011325', 'F00073']"
0085,"['009376', 'F03158', 'F03151', 'F03137', 'F03196', 'F02849', 'F02829', 'F02823', 'F02730', 'F01314', 'F01166', 'F01171', 'F01017', 'F01004', '062518', 'F00113', 'F00008', 'F00005', 'F02164', 'F02110', 'F02108', 'F02107', '008559', 'F02105', 'F02102', 'F02098', 'F02084', 'F02080', 'F02078', 'F02076', 'F02074', '008567', 'F02071', 'F02059', 'F02057', 'F02242', 'F02056', '062519', 'F01929', '075744', '061277']"
2122,"['F01515', '009179', 'F01990', '009570', 'F02182', 'F02123', 'F02121', 'F02119', 'F02170', 'F02169', '009520', '009522', 'F02307', 'F02421', 'F02413', 'F02423', 'F02399', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442', 'F02443', 'F02445', 'F02447', 'F02449', '110321', 'F02451', 'F02453', 'F02455', 'F02273', 'F02270', 'F02269']"
2121,"['F01515', '009179', 'F01990', '009570', 'F02182', 'F02123', 'F02121', 'F02119', 'F02170', 'F02169', '009520', '009522', 'F02307', 'F02421', 'F02413', 'F02423', 'F02399', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442']"
0450,"['F03329', 'F03331', 'F03332', 'F03330']"
3010,"['099634', '099632', '099630', '066460', '066458', '066456', '066454', '066452', '008265', '008153', 'F01502', 'F01499', '008286', '008147', '008149', 'F01275', 'F01328', 'F01323', 'F02743', 'F02732', 'F02980', 'F02924', 'F02893', 'F02631', 'F02597', 'F02642', 'F02578', 'F02527', 'F00626', 'F00614', 'F00586', 'F00569']"
3011,"['F00569', 'F00587', 'F00615', 'F00629', 'F02528', 'F02600', 'F02643', 'F02596', 'F02632', 'F02894', 'F02923', 'F02979', 'F02731', 'F02744', 'F01322', 'F01329', '008262', '008148', '008146', 'F01286']"
2370,"['F00622', 'F00613', 'F00588', 'F00584', 'F00566', 'F00564', 'F00672', 'F00536', 'F00674', 'F00537', 'F00539', 'F00541', 'F00543', 'F00545']"
1370,"['F00622', 'F00613', 'F00588', 'F00584', 'F00566', 'F00564', 'F00672', 'F00536', 'F00556', 'F00553', 'F00551', 'F00546', 'F00552', 'F00554', 'F00560', 'F00562', 'F00563']"
0340,"['F00644', 'F00638', 'F00637', 'F00463', 'F00469', 'F00474', 'F00466', '009539', 'F00655', 'F00657', 'F00659', 'F00677', 'F00661', 'F00662', 'F00500', 'F00491', 'F00667', 'F00507', 'F00509', 'F00577', 'F00583', 'F00628', 'F02502', 'F02526', '066828', 'F02579']"
1060,"['F02579', 'F02602', 'F02525', 'F02503', 'F00627', 'F00611', 'F00581', 'F00576', 'F00508', 'F00505', 'F00504', 'F00666', 'F00485', 'F00486']"
VP06,"['007887', 'F01190', 'F01196', 'F01202', 'F01295', 'F01167', 'F01113', 'F01038', 'F01083', 'F01029', 'F00929', 'F00191', 'F00197', 'F00306', '081565']"
9010,"['F00570', 'F00585', 'F00589', 'F00611', 'F00583', 'F00628', 'F02502', 'F02526', '066828', 'F02599', 'F02644', 'F02595', 'F02633', 'F02892', 'F02922', 'F02978', 'F02727', 'F02742', 'F01319', 'F01327', 'F01277', 'F01272', 'F01268', 'F01257', '008287', 'F01500', 'F01504', 'F01508', 'F01404', 'F01527', '008280', '071262', 'F01984', 'F02234', 'F01982', 'F02259', 'F02006', 'F01956', 'F02216', 'F02210']"
9180,"['F01320', 'F02739', 'F02729', 'F02977', 'F02921', 'F02891', 'F02634', 'F02594', 'F02641', 'F02579', 'F02602', 'F02525', 'F02503', 'F00627', 'F00611', 'F00580', 'F00573']"
9140,"['F00722', 'F00906', 'F00723', 'F00902', 'F00824', 'F00737', 'F00745', 'F00739', 'F00732', 'F00749', 'F00751', 'F00775', 'F00779', 'F00791', 'F00877', 'F00835', 'F00855', 'F00805', 'F00862', 'F00821', '091821', 'F02542', 'F02662', 'F02555', 'F02675', 'F02586', 'F02598', 'F02669', 'F02625', 'F01063', 'F02619', 'F00934', 'F00941', 'F00943', '048505', 'F00950', 'F01014', 'F01007', '008694', 'F01192', 'F01235', 'F01247', '022006', 'F01284', 'F01497', 'F01466', '044127', 'F03928', 'F03901', 'F03933', 'F03948', 'F03951', 'F03905', 'F04028', 'F03735', 'F03738', 'F03753', 'F03758', 'F03763', 'F03766', 'F03620', 'F03622', 'F03625', '008472']"
9141,"['F03929', '044126', 'F01465', 'F01496', 'F01285', '086857', 'F01248', 'F01234', '062521', 'F01010', 'F01015', '009309', '048506', 'F00942', 'F00940', 'F01029', 'F01025', 'F01065', 'F01064', 'F02626', 'F02670', 'F02592', 'F02588', 'F02676', 'F02556', 'F02661', 'F02546', 'F00693', 'F00820', 'F00861', 'F00814', 'F00804']"
1580,"['103387', '103389', '062514', 'F04430', 'F04428', 'F04425', 'F04423', 'F04417', 'F04414', 'F04413', 'F04410', 'F04407', 'F04406', 'F04398', 'F04384', '008865']"
2250,"['F03175', 'F03170', 'F03017', 'F03021', 'F03051', 'F03056', 'F03060', 'F03062', 'F03112', 'F03086', '009495', 'F02895', 'F02885']"
1410,"['009577', 'F04383', 'F04402', 'F04403', 'F04408', '009474', '009473', '009472', '009451', '009452', '009456', '009458', '009460', 'F04429', '062513', '103386', '061233', '009431', '061280']"
F4720,"['F01186', 'F01223', 'F01176', 'F01207', 'F01204', 'F01175', 'F01010', 'F01013', '009309', '048506', 'F00942', 'F00940', 'F01030', 'F01070', 'F01107', 'F01105', 'F01073', 'F01054', 'F02693', 'F02694', 'F02698', 'F02700', 'F02701', 'F02715', 'F02724']"
F4752,"['008132', '008545', 'F02737', 'F02733', 'F02718', 'F02711', '090482', 'F01137', '091338', 'F01051', 'F01059', 'F02620', 'F02639', 'F02608', 'F02509', 'F02573', 'F02521', 'F02512', 'F02650', 'F02511']"
F4762,"['F01164', 'F01162', '009161', '009163', 'F01172', '062942', 'F01122', 'F01120', 'F01119', 'F01042', 'F01091', 'F01071', 'F01066', 'F02617', 'F02517', 'F02512', 'F02650', 'F02511']"
F4820,"['F02758', 'F02766', 'F02773', 'F02932', 'F02787', 'F02938', 'F02790', 'F02804', 'F02811', 'F02943', 'F02813', 'F02820', '008458', '008459', '008461', 'F02963', '016938', 'F02890']"
F0070,"['F01970', 'F01969', 'F02212', 'F01967', 'F01965', '090915', 'F01960', 'F02214', 'F01958', 'F02032', 'F02034', '102592', 'F02048', 'F02184', 'F02203', 'F02149', 'F02144', 'F00111', '009537', 'F00951', 'F01016', 'F01170', 'F01164', 'F01162', 'F01159', 'F01146', 'F02716', 'F02723', 'F02725', 'F02961', 'F02824', 'F02835', '166506', 'F02845', 'F02846', 'F02848', 'F03195', 'F03136', 'F03139', 'F03152', 'F03157', 'F03165']"
2600,"['056124', '007949', 'F00631', 'F00618', 'F00558', 'F00550', 'F00521', 'F00519', 'F00669', 'F00570', '009153']"
1600,"['009153', 'F00592', '007881', '007883', '008412', 'F00680', 'F00518', 'F00520', 'F00549', 'F00523', 'F00678', '008410', '008408', '009563', '008406', '008404', '008402', '089725', 'F00454', 'F00452', 'F00445', 'F00438', '109849', '008940']"
F0050,"['048471', 'F00281', 'F00283', 'F00285', 'F00287', 'F00289', 'F00158', 'F00428', 'F02333', 'F00029', 'F00092', 'F00088', 'F00084', 'F00079', 'F00104', '009537', 'F00951', 'F01016', 'F01170', 'F01164', 'F01162', 'F01159', 'F01146', 'F02716', 'F02723', 'F02725', 'F02873', 'F02876', 'F02962', 'F02866', 'F02948', 'F02863', 'F02911', 'F02857', 'F03206', 'F03100', 'F03168', 'F03082', 'F03204', 'F03182', 'F03116', 'F03072', 'F03059', 'F03039', 'F03037', 'F03035', 'F03030']"
F1335,"['F04507', 'F04506', 'F04503', 'F04501', '008170', 'F04497', 'F04494', 'F04479', 'F04510', 'F04466', 'F04458', 'F04455', 'F04454', 'F04431', 'F04434', 'F04406', 'F04398', 'F04384', 'F01975', 'F02237', 'F02235', 'F01985', 'F01991', 'F02155', 'F02143', '009537', 'F00951', 'F01016', 'F01170', 'F01165', 'F01159', 'F01146', 'F02725', 'F02824', 'F02835', 'F02846', 'F03195', 'F03152', 'F03157', 'F03165']"
F0340,"['F02579', 'F02602', 'F02525', 'F02503', 'F00627', 'F00611', 'F00581', 'F00576', 'F00508', 'F00506', 'F00666', 'F00485', 'F00489', 'F00501', 'F00663', 'F00660', 'F00676', 'F00658', 'F00656', 'F00654', 'F00653', 'F00467', 'F00473', '009584', 'F00462', 'F00636', 'F00639', 'F00641']"
F0850,"['008030', 'F01780', 'F01623', 'F01631', 'F01669', 'F01671', 'F01838', 'F01685', 'F01701', 'F01699', 'F01841', 'F01714', 'F01695', 'F01844', '008863', 'F01694', 'F01583', '038670']"
F0300,"['061351', 'F01159', 'F01150', 'F01149', 'F01140', 'F01137', '091338', 'F01051', 'F01058', 'F02628', 'F02647', 'F02636', 'F02672', 'F02549', 'F02655', 'F02657', 'F02543', 'F00693', 'F00820', 'F00861', 'F00814', 'F00804', 'F00784', 'F00783', 'F00777', 'F00849', 'F00770', 'F00755', 'F00714', 'F00710', 'F00718', '070127', '008284', '008841', '009047', '008911', '009536']"
2005,"['F04599', '088670', 'F04597', 'F03780', 'F03782', '007927', '100605', 'F03814', 'F03693', 'F03845', 'F01870', '009592', 'F03929']"
F1390,"['F02226', 'F02071', 'F02059', 'F02057', 'F02242', 'F02056', '062519', 'F01929', 'F01927', 'F02054', 'F02113', 'F02169', '043343', 'F02311', 'F00014', 'F00022', 'F02470']"
F2240,"['043331', 'F04574', 'F04524', '045755', 'F04165', 'F04083', 'F04075', 'F04070', 'F04068', 'F04046', 'F04094', 'F04168', 'F04102', 'F04136', 'F04133', 'F04127', 'F04123', 'F04144', 'F04142', 'F01431', 'F01359', 'F01429', 'F01419', 'F01351', 'F01356', 'F01404', '008240', 'F01386', '011765']"
F2765,"['008028', '009322', 'F01776', 'F03274', 'F03393', 'F03309', 'F03396', 'F03324', 'F03321', 'F03317', 'F03399', 'F03401', 'F03404', 'F03290', '008535', 'F03450', 'F03452']"
1170,"['F01695', '016725', '009289', '009225', 'F01582', 'F01797', 'F01577', 'F01794', 'F01639', 'F01801']"
4803,"['F01738', 'F02929', 'F02747', 'F02931', 'F02751', 'F02936', 'F02786', 'F02783', 'F02781', 'F02935', 'F02777', 'F02776', 'F02772', 'F02769', 'F02767', 'F02764']"
F3020,"['F01401', 'F01397', '009041', 'F01518', 'F01343', 'F00918', 'F00999', 'F00966', 'F00975', 'F00974', 'F00972', 'F00968', '008455']"
F3420,"['F01461', 'F03926', 'F03960', 'F04022', 'F03980', 'F04003', 'F04039']"
F3140,"['F02615', 'F01062', 'F02624', 'F02668', 'F02591', 'F02587', 'F02673', 'F02554', 'F02659', 'F02544', '091816', 'F00823', 'F00818', 'F00797', 'F00796', 'F00788', 'F00792', 'F00880', 'F00845', '009154', 'F00743', 'F00735', 'F00826', 'F00904', 'F00725']"
2430,"['044192', 'F00458', 'F00457', 'F00454', 'F00452', 'F00447', 'F00449', 'F00451', 'F00450', 'F00448', 'F00445', 'F00438', 'F00442', '109849', '044192']"
F3470,"['007884', 'F01012', 'F01005', 'F00921', '008590', 'F02148', '008593', 'F01997', 'F02238', 'F02004', 'F02010', 'F02240', 'F02013', 'F02016', 'F02020', 'F02025', 'F02031', 'F01904', 'F04381', 'F04396', 'F04404']"
F3490,"['007967', 'F02039', 'F02040', 'F02046', 'F02184', 'F02203', 'F02149', '008591', 'F00922', 'F01006', 'F01013', '007884']"
F3190,"['F02040', 'F02046', 'F02184', 'F02203', 'F02149', '008591', '072934', 'F00106', '009675', 'F00052', 'F00057', '069092', '069089', 'F00239', 'F00241', 'F00243', 'F00135', 'F00598', 'F00684', 'F00594', 'F00591', '082200', 'F00568']"
F3629,"['F01574', 'F01646', 'F01650', 'F01826', 'F01624', 'F01863', '008382', 'F01757', 'F02969', 'F02753', 'F02972', 'F02797', 'F02818', 'F02832', 'F02967', 'F02869', 'F02963', 'F02880', '008206']"
H8,"['19795278', '19798281', '19810283', '19823285', '19824287', '19825289', '19826291', '19828293', '19841302', '19843304', '19845306', '19847308', '19848311', '19849312', '19851314', '19865317', '19867319', '19868321', '19869324', '19870325']"
H9,"['19795278', '19798281', '19810283', '19823285', '19824287', '19825289', '19826291', '19828293', '19829297', '19830298', '19831299', '19836301']"
H6,"['19720237', '19729241', '19730243', '19731245', '19733247', '19734249', '19735251', '19736253', '19739255', '19737257', '19742259', '19743261', '19745264', '19750265', '19751267', '19752269', '19760271', '19778273', '19784274', '19785275', '19786277']"
H7,"['09220225', '09221226', '09223229', '09224231', '09225233', '09226543']"
H5,"['09001188', '09019190', '09043192', '09050194', '09068196', '09118198', '09084200', '09100202', '09159204', '09175206', '09183208', '09126211', '09191212', '09209214', '09134218', '09217219', '09142223']"
